CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits
SMZ555A,15888,Carplate,555,3,SMZ,A,7,1,1
SNA1111K,15888,Carplate,1111,4,SNA,K,8,1,1
SCJ15U,15888,Carplate,15,2,SCJ,U,6,0,0
SFZ55J,15888,Carplate,55,2,SFZ,J,6,1,1
SLT9000T,15888,Carplate,9000,4,SLT,T,8,0,1
SDU58B,15888,Carplate,58,2,SDU,B,6,0,0
YK9Y,15888,Carplate,9,1,YK,Y,4,0,0
SNB20R,15888,SGCarMart,20,2,SNB,R,6,0,0
SND29G,15888,SGCarMart,29,2,SND,G,6,0,0
EY8288T,15888,CarPlateMart,8288,4,EY,T,7,0,1
SKT15Y,15888,CarPlateMart,15,2,SKT,Y,6,0,0
SKG7887U,15800,Carplate,7887,4,SKG,U,8,0,1
SBF57G,15800,Carplate,57,2,SBF,G,6,0,0
SBY39J,15800,SGCarMart,39,2,SBY,J,6,0,0
SBU31B,15800,SGCarMart,31,2,SBU,B,6,0,0
GX5C,15800,SGCarMart,5,1,GX,C,4,0,0
SKT38G,15800,SGCarMart,38,2,SKT,G,6,0,0
SDX777T,15777,CarPlateMart,777,3,SDX,T,7,1,1
SFM5555T,15555,SGCarMart,5555,4,SFM,T,8,1,1
SLB555M,15555,CarPlateMart,555,3,SLB,M,7,1,1
SGD91H,15000,Carplate,91,2,SGD,H,6,0,0
SNC555J,15000,Carplate,555,3,SNC,J,7,1,1
SJY10X,15000,Carplate,10,2,SJY,X,6,0,0
GY9966P,15000,Carplate,9966,4,GY,P,7,0,1
SGV2811P,15000,Carplate,2811,4,SGV,P,8,0,1
SFB89M,15000,Carplate,89,2,SFB,M,6,0,0
SJC1234B,15000,Carplate,1234,4,SJC,B,8,0,0
SLA555T,15000,Carplate,555,3,SLA,T,7,1,1
SBF5555C,15000,Carplate,5555,4,SBF,C,8,1,1
SLJ6969X,15000,Carplate,6969,4,SLJ,X,8,0,0
SGN21H,15000,Carplate,21,2,SGN,H,6,0,0
SFY32E,15000,Carplate,32,2,SFY,E,6,0,0
SKF8588G,15000,Carplate,8588,4,SKF,G,8,0,1
SGH10X,15000,Carplate,10,2,SGH,X,6,0,0
FC90C,15000,Carplate,90,2,FC,C,5,0,0
SKQ50K,15000,Carplate,50,2,SKQ,K,6,0,0
SKH70A,15000,Carplate,70,2,SKH,A,6,0,0
SQ2219J,15000,Carplate,2219,4,SQ,J,7,0,1
SKX55K,15000,Carplate,55,2,SKX,K,6,1,1
SDL38G,15000,Carplate,38,2,SDL,G,6,0,0
EU7676J,15000,Carplate,7676,4,EU,J,7,0,0
SNE333Y,15000,SGCarMart,333,3,SNE,Y,7,1,1
SMN28T,15000,CarPlateMart,28,2,SMN,T,6,0,0
SLP7777C,15000,CarPlateMart,7777,4,SLP,C,8,1,1
SKT87P,15000,CarPlateMart,87,2,SKT,P,6,0,0
SBN32K,15000,CarPlateMart,32,2,SBN,K,6,0,0
ES5355J,15000,CarPlateMart,5355,4,ES,J,7,0,1
SLK9666U,14900,Carplate,9666,4,SLK,U,8,0,1
SLW111A,14888,Carplate,111,3,SLW,A,7,1,1
SDL70L,14888,SGCarMart,70,2,SDL,L,6,0,0
EE2982S,14888,CarPlateMart,2982,4,EE,S,7,0,0
EW9829L,14888,CarPlateMart,9829,4,EW,L,7,0,0
SKV90T,14800,SGCarMart,90,2,SKV,T,6,0,0
EM4744H,14744,SGCarMart,4744,4,EM,H,7,0,1
SJN38A,14700,CarPlateMart,38,2,SJN,A,6,0,0
SKX666Y,14688,SGCarMart,666,3,SKX,Y,7,1,1
SJP140B,14000,Carplate,140,3,SJP,B,7,0,0
GBD8J,13999,SGCarMart,8,1,GBD,J,5,0,0
SML50M,13999,CarPlateMart,50,2,SML,M,6,0,0
EY7733G,13888,Carplate,7733,4,EY,G,7,0,1
SMR35B,13888,Carplate,35,2,SMR,B,6,0,0
SGM51B,13888,Carplate,51,2,SGM,B,6,0,0
SDW3333B,13888,Carplate,3333,4,SDW,B,8,1,1
SJU68B,13888,Carplate,68,2,SJU,B,6,0,0
SJM1111U,13888,Carplate,1111,4,SJM,U,8,1,1
SGB45C,13888,Carplate,45,2,SGB,C,6,0,0
SLS9988Z,13888,Carplate,9988,4,SLS,Z,8,0,1
SFB81J,13888,Carplate,81,2,SFB,J,6,0,0
SMX333J,13888,Carplate,333,3,SMX,J,7,1,1
GX5C,13888,Carplate,5,1,GX,C,4,0,0
SLR34R,13888,Carplate,34,2,SLR,R,6,0,0
SMA86T,13888,Carplate,86,2,SMA,T,6,0,0
SBZ808B,13888,Carplate,808,3,SBZ,B,7,0,0
SY6716Y,13888,Carplate,6716,4,SY,Y,7,0,0
SKA8833A,13888,Carplate,8833,4,SKA,A,8,0,1
SLW41T,13888,Carplate,41,2,SLW,T,6,0,0
SGU31S,13888,Carplate,31,2,SGU,S,6,0,0
SLM51S,13888,Carplate,51,2,SLM,S,6,0,0
SCA688A,13888,Carplate,688,3,SCA,A,7,0,1
SGW89R,13888,SGCarMart,89,2,SGW,R,6,0,0
SJK87Z,13888,SGCarMart,87,2,SJK,Z,6,0,0
SKL3888S,13888,SGCarMart,3888,4,SKL,S,8,0,1
SND26P,13888,SGCarMart,26,2,SND,P,6,0,0
SJC29J,13888,CarPlateMart,29,2,SJC,J,6,0,0
SLP89T,13888,CarPlateMart,89,2,SLP,T,6,0,0
EF3880R,13880,CarPlateMart,3880,4,EF,R,7,0,1
SJG20L,13800,Carplate,20,2,SJG,L,6,0,0
SLX80A,13800,Carplate,80,2,SLX,A,6,0,0
SKH15K,13800,Carplate,15,2,SKH,K,6,0,0
SGU47Y,13800,SGCarMart,47,2,SGU,Y,6,0,0
SBR84P,13800,SGCarMart,84,2,SBR,P,6,0,0
SGM51B,13800,CarPlateMart,51,2,SGM,B,6,0,0
SNC333H,13800,CarPlateMart,333,3,SNC,H,7,1,1
EE1938C,13800,CarPlateMart,1938,4,EE,C,7,0,0
SBC8383C,13800,CarPlateMart,8383,4,SBC,C,8,0,0
ES3788G,13788,SGCarMart,3788,4,ES,G,7,0,1
SP8934T,13688,SGCarMart,8934,4,SP,T,7,0,0
SKS35U,13688,CarPlateMart,35,2,SKS,U,6,0,0
F160P,13500,Carplate,160,3,F,P,5,0,0
SFT3333T,13333,Carplate,3333,4,SFT,T,8,1,1
SDW3333B,13333,SGCarMart,3333,4,SDW,B,8,1,1
SFU3333M,13000,Carplate,3333,4,SFU,M,8,1,1
SGC7878P,13000,Carplate,7878,4,SGC,P,8,0,0
SFB71M,13000,SGCarMart,71,2,SFB,M,6,0,0
SGZ70C,13000,CarPlateMart,70,2,SGZ,C,6,0,0
EX2628R,13000,CarPlateMart,2628,4,EX,R,7,0,0
SJU3333R,13000,CarPlateMart,3333,4,SJU,R,8,1,1
SJU25A,13000,CarPlateMart,25,2,SJU,A,6,0,0
SKD91K,12999,Carplate,91,2,SKD,K,6,0,0
SFE59J,12999,CarPlateMart,59,2,SFE,J,6,0,0
EY2998S,12998,CarPlateMart,2998,4,EY,S,7,0,1
EF9799D,12888,Carplate,9799,4,EF,D,7,0,1
SGX24Y,12888,Carplate,24,2,SGX,Y,6,0,0
FZ8X,12888,Carplate,8,1,FZ,X,4,0,0
SLQ828Y,12888,Carplate,828,3,SLQ,Y,7,0,0
FG111E,12888,Carplate,111,3,FG,E,6,1,1
EG3033P,12888,Carplate,3033,4,EG,P,7,0,1
SMD27Z,12888,Carplate,27,2,SMD,Z,6,0,0
EQ8128P,12888,Carplate,8128,4,EQ,P,7,0,0
SKM8282B,12888,Carplate,8282,4,SKM,B,8,0,0
SGZ86H,12888,Carplate,86,2,SGZ,H,6,0,0
SMU222L,12888,Carplate,222,3,SMU,L,7,1,1
SE5029J,12888,Carplate,5029,4,SE,J,7,0,0
SDX45Y,12888,Carplate,45,2,SDX,Y,6,0,0
SGC35B,12888,Carplate,35,2,SGC,B,6,0,0
SDA6688Z,12888,Carplate,6688,4,SDA,Z,8,0,1
SBL6388E,12888,Carplate,6388,4,SBL,E,8,0,1
SKF5595E,12888,Carplate,5595,4,SKF,E,8,0,1
GK18J,12888,Carplate,18,2,GK,J,5,0,0
SBG87P,12888,Carplate,87,2,SBG,P,6,0,0
SJN87H,12888,Carplate,87,2,SJN,H,6,0,0
SFX45Z,12888,Carplate,45,2,SFX,Z,6,0,0
SBD882B,12888,Carplate,882,3,SBD,B,7,0,1
SKE222U,12888,Carplate,222,3,SKE,U,7,1,1
SJN38A,12888,Carplate,38,2,SJN,A,6,0,0
SKM31L,12888,Carplate,31,2,SKM,L,6,0,0
SLN881H,12888,Carplate,881,3,SLN,H,7,0,1
FP33A,12888,Carplate,33,2,FP,A,5,1,1
Fx555T,12888,Carplate,555,3,Fx,T,6,1,1
SJE36C,12888,Carplate,36,2,SJE,C,6,0,0
SLK89U,12888,Carplate,89,2,SLK,U,6,0,0
SGX87R,12888,Carplate,87,2,SGX,R,6,0,0
SNF333S,12888,SGCarMart,333,3,SNF,S,7,1,1
SLP89P,12888,SGCarMart,89,2,SLP,P,6,0,0
SNC89M,12888,SGCarMart,89,2,SNC,M,6,0,0
SJU68B,12888,CarPlateMart,68,2,SJU,B,6,0,0
SMD27Z,12888,CarPlateMart,27,2,SMD,Z,6,0,0
EU9695R,12888,CarPlateMart,9695,4,EU,R,7,0,0
SMH2222S,12888,CarPlateMart,2222,4,SMH,S,8,1,1
SLK89U,12888,CarPlateMart,89,2,SLK,U,6,0,0
SDU68Y,12888,CarPlateMart,68,2,SDU,Y,6,0,0
SJM80G,12800,Carplate,80,2,SJM,G,6,0,0
SDV25R,12800,Carplate,25,2,SDV,R,6,0,0
EU5119P,12800,SGCarMart,5119,4,EU,P,7,0,1
SMR5555J,12800,CarPlateMart,5555,4,SMR,J,8,1,1
SKT95R,12800,CarPlateMart,95,2,SKT,R,6,0,0
SDW555Y,12800,CarPlateMart,555,3,SDW,Y,7,1,1
EN1119C,12800,CarPlateMart,1119,4,EN,C,7,0,1
SLH69T,12500,Carplate,69,2,SLH,T,6,0,0
SKD62U,12500,Carplate,62,2,SKD,U,6,0,0
SJY10X,12500,SGCarMart,10,2,SJY,X,6,0,0
SND44L,12500,SGCarMart,44,2,SND,L,6,1,1
SNC555J,12500,SGCarMart,555,3,SNC,J,7,1,1
SMJ369E,12369,Carplate,369,3,SMJ,E,7,0,0
SMU3333E,12100,SGCarMart,3333,4,SMU,E,8,1,1
SMP25R,12100,SGCarMart,25,2,SMP,R,6,0,0
SMW35A,12100,SGCarMart,35,2,SMW,A,6,0,0
SFQ8080E,12000,Carplate,8080,4,SFQ,E,8,0,0
SGY73A,12000,Carplate,73,2,SGY,A,6,0,0
SND44L,12000,Carplate,44,2,SND,L,6,1,1
SGY59S,12000,Carplate,59,2,SGY,S,6,0,0
SFP90J,12000,Carplate,90,2,SFP,J,6,0,0
AW52S,12000,Carplate,52,2,AW,S,5,0,0
SFM1888J,12000,Carplate,1888,4,SFM,J,8,0,1
FA333M,12000,Carplate,333,3,FA,M,6,1,1
SKL8388K,12000,Carplate,8388,4,SKL,K,8,0,1
SGS6000C,12000,Carplate,6000,4,SGS,C,8,0,1
SFQ32Y,12000,Carplate,32,2,SFQ,Y,6,0,0
SCK168G,12000,CarPlateMart,168,3,SCK,G,7,0,0
SFP90J,12000,CarPlateMart,90,2,SFP,J,6,0,0
SLH8008S,12000,CarPlateMart,8008,4,SLH,S,8,0,1
SBT3030P,12000,CarPlateMart,3030,4,SBT,P,8,0,0
SMX303X,12000,CarPlateMart,303,3,SMX,X,7,0,0
SW2417Y,12000,CarPlateMart,2417,4,SW,Y,7,0,0
SCQ200P,12000,CarPlateMart,200,3,SCQ,P,7,0,1
SLD69P,11999,Carplate,69,2,SLD,P,6,0,0
SMX303X,11999,Carplate,303,3,SMX,X,7,0,0
SKD91K,11900,CarPlateMart,91,2,SKD,K,6,0,0
SME37P,11888,Carplate,37,2,SME,P,6,0,0
EB6277J,11888,Carplate,6277,4,EB,J,7,0,1
SJP37S,11888,Carplate,37,2,SJP,S,6,0,0
SDW3377A,11888,Carplate,3377,4,SDW,A,8,0,1
SFE70A,11888,Carplate,70,2,SFE,A,6,0,0
SLD1111T,11888,Carplate,1111,4,SLD,T,8,1,1
GBH9K,11888,Carplate,9,1,GBH,K,5,0,0
SKT94T,11888,Carplate,94,2,SKT,T,6,0,0
SKA1111X,11888,Carplate,1111,4,SKA,X,8,1,1
SGK333Z,11888,Carplate,333,3,SGK,Z,7,1,1
SMX3333P,11888,Carplate,3333,4,SMX,P,8,1,1
SKQ36C,11888,Carplate,36,2,SKQ,C,6,0,0
SCP1188R,11888,Carplate,1188,4,SCP,R,8,0,1
SFF444A,11888,Carplate,444,3,SFF,A,7,1,1
SMH75M,11888,Carplate,75,2,SMH,M,6,0,0
SGD3232Z,11888,Carplate,3232,4,SGD,Z,8,0,0
EQ8128P,11888,SGCarMart,8128,4,EQ,P,7,0,0
SJC37K,11888,SGCarMart,37,2,SJC,K,6,0,0
SLJ36C,11888,SGCarMart,36,2,SLJ,C,6,0,0
SGN222U,11888,SGCarMart,222,3,SGN,U,7,1,1
SBN133C,11888,CarPlateMart,133,3,SBN,C,7,0,1
EY1183H,11833,Carplate,1183,4,EY,H,7,0,1
SGQ178Z,11800,Carplate,178,3,SGQ,Z,7,0,0
SKS35U,11800,Carplate,35,2,SKS,U,6,0,0
SMZ555A,11800,SGCarMart,555,3,SMZ,A,7,1,1
SFG15A,11800,SGCarMart,15,2,SFG,A,6,0,0
SLW38D,11800,SGCarMart,38,2,SLW,D,6,0,0
SBG36L,11800,CarPlateMart,36,2,SBG,L,6,0,0
SGE53M,11688,Carplate,53,2,SGE,M,6,0,0
SNC5555B,11555,Carplate,5555,4,SNC,B,8,1,1
SCW1616K,11500,Carplate,1616,4,SCW,K,8,0,0
SBH1118Y,11118,SGCarMart,1118,4,SBH,Y,8,0,1
EF9600T,11111,Carplate,9600,4,EF,T,7,0,1
SNE1111P,11111,CarPlateMart,1111,4,SNE,P,8,1,1
SJE5050C,11000,Carplate,5050,4,SJE,C,8,0,0
SKH110T,11000,Carplate,110,3,SKH,T,7,0,1
ES9123K,11000,Carplate,9123,4,ES,K,7,0,0
SLJ1100T,11000,CarPlateMart,1100,4,SLJ,T,8,0,1
SGR800E,11000,CarPlateMart,800,3,SGR,E,7,0,1
SKS91G,10999,Carplate,91,2,SKS,G,6,0,0
SLM2888G,10999,Carplate,2888,4,SLM,G,8,0,1
SFG79R,10999,SGCarMart,79,2,SFG,R,6,0,0
SKS91G,10900,CarPlateMart,91,2,SKS,G,6,0,0
SFQ42T,10888,Carplate,42,2,SFQ,T,6,0,0
SGU20Z,10888,Carplate,20,2,SGU,Z,6,0,0
SLP96Y,10888,Carplate,96,2,SLP,Y,6,0,0
SME78X,10888,Carplate,78,2,SME,X,6,0,0
SGB5555P,10888,Carplate,5555,4,SGB,P,8,1,1
SLH8282R,10888,Carplate,8282,4,SLH,R,8,0,0
EP2062P,10888,Carplate,2062,4,EP,P,7,0,0
SFX23L,10888,Carplate,23,2,SFX,L,6,0,0
SJR60M,10888,Carplate,60,2,SJR,M,6,0,0
SMU360X,10888,Carplate,360,3,SMU,X,7,0,0
SLM79M,10888,Carplate,79,2,SLM,M,6,0,0
SBZ7788D,10888,Carplate,7788,4,SBZ,D,8,0,1
SBZ6688R,10888,Carplate,6688,4,SBZ,R,8,0,1
SFV52M,10888,Carplate,52,2,SFV,M,6,0,0
SKP30Z,10888,Carplate,30,2,SKP,Z,6,0,0
SLZ222Y,10888,Carplate,222,3,SLZ,Y,7,1,1
SBE8282A,10888,Carplate,8282,4,SBE,A,8,0,0
SMU7000P,10888,Carplate,7000,4,SMU,P,8,0,1
EW2562B,10888,Carplate,2562,4,EW,B,7,0,0
SJN47Z,10888,Carplate,47,2,SJN,Z,6,0,0
SDH81B,10888,Carplate,81,2,SDH,B,6,0,0
AU6666S,10888,Carplate,6666,4,AU,S,7,1,1
SGW3333R,10888,SGCarMart,3333,4,SGW,R,8,1,1
GBA33B,10888,SGCarMart,33,2,GBA,B,6,1,1
SKS53S,10888,SGCarMart,53,2,SKS,S,6,0,0
SMZ26K,10888,SGCarMart,26,2,SMZ,K,6,0,0
SFC44L,10888,CarPlateMart,44,2,SFC,L,6,1,1
SMC1818G,10888,CarPlateMart,1818,4,SMC,G,8,0,0
SCF114T,10888,CarPlateMart,114,3,SCF,T,7,0,1
SBK558B,10888,CarPlateMart,558,3,SBK,B,7,0,1
SBP1088H,10880,Carplate,1088,4,SBP,H,8,0,1
SMU1551E,10800,Carplate,1551,4,SMU,E,8,0,1
FX44B,10800,Carplate,44,2,FX,B,5,1,1
SJR1818M,10800,Carplate,1818,4,SJR,M,8,0,0
GBK33Z,10800,Carplate,33,2,GBK,Z,6,1,1
SGF80D,10800,SGCarMart,80,2,SGF,D,6,0,0
SNC38K,10800,SGCarMart,38,2,SNC,K,6,0,0
SMY67Y,10800,SGCarMart,67,2,SMY,Y,6,0,0
SJW37E,10800,SGCarMart,37,2,SJW,E,6,0,0
SKP66X,10800,SGCarMart,66,2,SKP,X,6,1,1
SNF1888B,10800,SGCarMart,1888,4,SNF,B,8,0,1
SNF32K,10800,SGCarMart,32,2,SNF,K,6,0,0
SNF36A,10800,SGCarMart,36,2,SNF,A,6,0,0
SNE27G,10800,SGCarMart,27,2,SNE,G,6,0,0
SBE93G,10800,CarPlateMart,93,2,SBE,G,6,0,0
SLV32A,10800,CarPlateMart,32,2,SLV,A,6,0,0
SBF57G,10800,CarPlateMart,57,2,SBF,G,6,0,0
SJC78S,10800,CarPlateMart,78,2,SJC,S,6,0,0
SGL68J,10800,CarPlateMart,68,2,SGL,J,6,0,0
SLG80P,10800,CarPlateMart,80,2,SLG,P,6,0,0
SFJ30P,10555,CarPlateMart,30,2,SFJ,P,6,0,0
AR1234D,10500,Carplate,1234,4,AR,D,7,0,0
SMX3333P,10300,CarPlateMart,3333,4,SMX,P,8,1,1
SMR1169S,10000,Carplate,1169,4,SMR,S,8,0,1
SBR6007Z,10000,Carplate,6007,4,SBR,Z,8,0,1
SJV86T,10000,Carplate,86,2,SJV,T,6,0,0
SJD629Y,10000,Carplate,629,3,SJD,Y,7,0,0
SGD991K,10000,Carplate,991,3,SGD,K,7,0,1
SLV32A,10000,Carplate,32,2,SLV,A,6,0,0
SDS6446K,10000,Carplate,6446,4,SDS,K,8,0,1
SMP30A,10000,Carplate,30,2,SMP,A,6,0,0
EN2712H,10000,Carplate,2712,4,EN,H,7,0,0
SLR70K,10000,Carplate,70,2,SLR,K,6,0,0
SLH8008S,10000,Carplate,8008,4,SLH,S,8,0,1
SNA49P,10000,Carplate,49,2,SNA,P,6,0,0
SDZ393G,10000,Carplate,393,3,SDZ,G,7,0,0
SFF737E,10000,Carplate,737,3,SFF,E,7,0,0
SBQ1188Y,10000,Carplate,1188,4,SBQ,Y,8,0,1
SLB7441L,10000,Carplate,7441,4,SLB,L,8,0,1
SGA190X,10000,Carplate,190,3,SGA,X,7,0,0
SDV65A,10000,Carplate,65,2,SDV,A,6,0,0
FH2727K,10000,Carplate,2727,4,FH,K,7,0,0
SDS234U,10000,Carplate,234,3,SDS,U,7,0,0
SMS3310G,10000,Carplate,3310,4,SMS,G,8,0,1
SBM7700A,10000,Carplate,7700,4,SBM,A,8,0,1
SGD883P,10000,Carplate,883,3,SGD,P,7,0,1
GBB4488R,10000,Carplate,4488,4,GBB,R,8,0,1
SMS770G,10000,Carplate,770,3,SMS,G,7,0,1
SMS810A,10000,Carplate,810,3,SMS,A,7,0,0
SMS8588P,10000,Carplate,8588,4,SMS,P,8,0,1
SCZ3663U,10000,Carplate,3663,4,SCZ,U,8,0,1
SLS8788R,10000,Carplate,8788,4,SLS,R,8,0,1
AU996D,10000,Carplate,996,3,AU,D,6,0,1
SGH8877J,10000,Carplate,8877,4,SGH,J,8,0,1
FBB1110A,10000,Carplate,1110,4,FBB,A,8,0,1
SJU5656X,10000,Carplate,5656,4,SJU,X,8,0,0
AW1000K,10000,Carplate,1000,4,AW,K,7,0,1
SGD437U,10000,Carplate,437,3,SGD,U,7,0,0
SBT5354S,10000,Carplate,5354,4,SBT,S,8,0,0
SJH222R,10000,Carplate,222,3,SJH,R,7,1,1
SBJ916G,10000,Carplate,916,3,SBJ,G,7,0,0
SLN518H,10000,Carplate,518,3,SLN,H,7,0,0
SBB3838X,10000,Carplate,3838,4,SBB,X,8,0,0
SBK761E,10000,Carplate,761,3,SBK,E,7,0,0
SDM7676M,10000,Carplate,7676,4,SDM,M,8,0,0
FJ15J,10000,Carplate,15,2,FJ,J,5,0,0
SDD47Y,10000,SGCarMart,47,2,SDD,Y,6,0,0
EL8051C,10000,CarPlateMart,8051,4,EL,C,7,0,0
SJJ1188P,10000,CarPlateMart,1188,4,SJJ,P,8,0,1
SND8818T,10000,CarPlateMart,8818,4,SND,T,8,0,1
SJR9889E,10000,CarPlateMart,9889,4,SJR,E,8,0,1
SDX7878P,10000,CarPlateMart,7878,4,SDX,P,8,0,0
SMR1555K,10000,CarPlateMart,1555,4,SMR,K,8,0,1
SDP4545S,10000,CarPlateMart,4545,4,SDP,S,8,0,0
SFT250T,10000,CarPlateMart,250,3,SFT,T,7,0,0
EC8479A,10000,CarPlateMart,8479,4,EC,A,7,0,0
SGD3838B,10000,CarPlateMart,3838,4,SGD,B,8,0,0
SKK2992K,10000,CarPlateMart,2992,4,SKK,K,8,0,1
SDL3333G,10000,CarPlateMart,3333,4,SDL,G,8,1,1
SML50M,9999,Carplate,50,2,SML,M,6,0,0
SMP2555p,9999,Carplate,2555,4,SMP,p,8,0,1
SNB2222L,9999,Carplate,2222,4,SNB,L,8,1,1
SNC2222G,9999,Carplate,2222,4,SNC,G,8,1,1
SMN214Y,9999,Carplate,214,3,SMN,Y,7,0,0
SBQ707G,9999,Carplate,707,3,SBQ,G,7,0,0
GBB5858A,9999,Carplate,5858,4,GBB,A,8,0,0
SME37P,9999,SGCarMart,37,2,SME,P,6,0,0
EM7765C,9999,SGCarMart,7765,4,EM,C,7,0,1
SKZ35H,9999,SGCarMart,35,2,SKZ,H,6,0,0
SFV1616E,9999,CarPlateMart,1616,4,SFV,E,8,0,0
SGW73K,9998,Carplate,73,2,SGW,K,6,0,0
SBB9993R,9993,CarPlateMart,9993,4,SBB,R,8,0,1
SKT42T,9988,Carplate,42,2,SKT,T,6,0,0
SMJ97P,9988,CarPlateMart,97,2,SMJ,P,6,0,0
EX1028D,9888,Carplate,1028,4,EX,D,7,0,0
SKR86C,9888,Carplate,86,2,SKR,C,6,0,0
SGY911G,9888,Carplate,911,3,SGY,G,7,0,1
SMZ8005T,9888,Carplate,8005,4,SMZ,T,8,0,1
FV13B,9888,Carplate,13,2,FV,B,5,0,0
SMW98T,9888,Carplate,98,2,SMW,T,6,0,0
SDV78M,9888,Carplate,78,2,SDV,M,6,0,0
SMC168E,9888,Carplate,168,3,SMC,E,7,0,0
SFN50K,9888,Carplate,50,2,SFN,K,6,0,0
SMS25A,9888,Carplate,25,2,SMS,A,6,0,0
SBQ811M,9888,Carplate,811,3,SBQ,M,7,0,1
SLU232U,9888,Carplate,232,3,SLU,U,7,0,0
SMD35A,9888,Carplate,35,2,SMD,A,6,0,0
GBA68B,9888,SGCarMart,68,2,GBA,B,6,0,0
SBA6060H,9888,SGCarMart,6060,4,SBA,H,8,0,0
SLT600X,9888,SGCarMart,600,3,SLT,X,7,0,1
ES8002H,9888,SGCarMart,8002,4,ES,H,7,0,1
SNE81Z,9888,SGCarMart,81,2,SNE,Z,6,0,0
SGS880T,9888,CarPlateMart,880,3,SGS,T,7,0,1
FBK4H,9800,Carplate,4,1,FBK,H,5,0,0
FBB888X,9800,Carplate,888,3,FBB,X,7,1,1
FBL4C,9800,Carplate,4,1,FBL,C,5,0,0
SNB25C,9800,SGCarMart,25,2,SNB,C,6,0,0
SNB32G,9800,SGCarMart,32,2,SNB,G,6,0,0
SGH37U,9800,SGCarMart,37,2,SGH,U,6,0,0
SMM84K,9800,SGCarMart,84,2,SMM,K,6,0,0
SKW85D,9800,SGCarMart,85,2,SKW,D,6,0,0
SMN35Y,9800,SGCarMart,35,2,SMN,Y,6,0,0
SNF73S,9800,SGCarMart,73,2,SNF,S,6,0,0
SKK2727K,9800,SGCarMart,2727,4,SKK,K,8,0,0
SKE35T,9800,CarPlateMart,35,2,SKE,T,6,0,0
ES3863Y,9800,CarPlateMart,3863,4,ES,Y,7,0,0
SND5555X,9800,CarPlateMart,5555,4,SND,X,8,1,1
SMW222B,9800,CarPlateMart,222,3,SMW,B,7,1,1
SFC79L,9800,CarPlateMart,79,2,SFC,L,6,0,0
SFM5555T,9800,CarPlateMart,5555,4,SFM,T,8,1,1
SMU93S,9800,CarPlateMart,93,2,SMU,S,6,0,0
SDV65A,9800,CarPlateMart,65,2,SDV,A,6,0,0
SLD222M,9800,CarPlateMart,222,3,SLD,M,7,1,1
SGB45C,9800,CarPlateMart,45,2,SGB,C,6,0,0
SDJ979B,9779,Carplate,979,3,SDJ,B,7,0,0
SLH9777Z,9777,Carplate,9777,4,SLH,Z,8,0,1
SMR6969S,9699,Carplate,6969,4,SMR,S,8,0,0
SGA9690K,9690,Carplate,9690,4,SGA,K,8,0,0
SGP616G,9666,Carplate,616,3,SGP,G,7,0,0
SFN9666A,9666,Carplate,9666,4,SFN,A,8,0,1
SJB9666R,9666,Carplate,9666,4,SJB,R,8,0,1
SLP96Y,9600,CarPlateMart,96,2,SLP,Y,6,0,0
GV58K,9580,Carplate,58,2,GV,K,5,0,0
SGG808S,9500,Carplate,808,3,SGG,S,7,0,0
SLP320A,9500,Carplate,320,3,SLP,A,7,0,0
SMP81C,9400,SGCarMart,81,2,SMP,C,6,0,0
SLS94L,9400,CarPlateMart,94,2,SLS,L,6,0,0
SNB3333T,9333,SGCarMart,3333,4,SNB,T,8,1,1
SMU93S,9300,Carplate,93,2,SMU,S,6,0,0
SNE80B,9300,SGCarMart,80,2,SNE,B,6,0,0
FU91E,9191,Carplate,91,2,FU,E,5,0,0
SLJ36C,9188,Carplate,36,2,SLJ,C,6,0,0
SMT70M,9100,SGCarMart,70,2,SMT,M,6,0,0
SKW2133K,9000,Carplate,2133,4,SKW,K,8,0,1
SLN84S,9000,Carplate,84,2,SLN,S,6,0,0
AU9188K,9000,Carplate,9188,4,AU,K,7,0,1
SFH3838S,9000,Carplate,3838,4,SFH,S,8,0,0
SJE988E,9000,Carplate,988,3,SJE,E,7,0,1
SJM988M,9000,Carplate,988,3,SJM,M,7,0,1
SBE9000R,9000,Carplate,9000,4,SBE,R,8,0,1
SGU53D,9000,Carplate,53,2,SGU,D,6,0,0
SJQ90G,9000,SGCarMart,90,2,SJQ,G,6,0,0
SMQ4446C,9000,CarPlateMart,4446,4,SMQ,C,8,0,1
SLE8999Y,8999,Carplate,8999,4,SLE,Y,8,0,1
SMA8999G,8999,Carplate,8999,4,SMA,G,8,0,1
SLV94X,8999,CarPlateMart,94,2,SLV,X,6,0,0
SGT8988J,8988,Carplate,8988,4,SGT,J,8,0,1
SKP139U,8900,Carplate,139,3,SKP,U,7,0,0
SMW98T,8900,CarPlateMart,98,2,SMW,T,6,0,0
SMW8889A,8889,Carplate,8889,4,SMW,A,8,0,1
SBV1868S,8889,Carplate,1868,4,SBV,S,8,0,0
SLR444R,8888,Carplate,444,3,SLR,R,7,1,1
SLG80P,8888,Carplate,80,2,SLG,P,6,0,0
SMJ60U,8888,Carplate,60,2,SMJ,U,6,0,0
SGN369E,8888,Carplate,369,3,SGN,E,7,0,0
SKL40R,8888,Carplate,40,2,SKL,R,6,0,0
SMJ83D,8888,Carplate,83,2,SMJ,D,6,0,0
