,CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,First Letter,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
2624,SJS3822G,3822,Carplate,3822,4,SJS,G,8,0,1,1,S,15,18,0,3,1,24
2625,SGK5858T,3800,Carplate,5858,4,SGK,T,8,0,0,1,S,6,18,0,3,1,31
2626,SKT7766T,3800,Carplate,7766,4,SKT,T,8,0,1,0,S,6,18,0,3,1,39
2627,SJW3831J,3800,Carplate,3831,4,SJW,J,8,0,0,1,S,13,18,0,3,1,24
2628,SGW339U,3800,Carplate,339,3,SGW,U,7,0,1,0,S,5,18,0,3,1,4
2629,SKL4567L,3800,Carplate,4567,4,SKL,L,8,0,0,0,S,11,18,0,3,1,26
2630,SLV3211E,3800,Carplate,3211,4,SLV,E,8,0,1,0,S,16,18,0,3,1,21
2632,SKD6636A,3800,Carplate,6636,4,SKD,A,8,0,1,0,S,1,18,0,3,1,34
2633,SFU1333B,3800,Carplate,1333,4,SFU,B,8,0,1,0,S,19,18,0,3,1,12
2634,SKG9195U,3800,Carplate,9195,4,SKG,U,8,0,0,0,S,5,18,0,3,1,47
2635,SNC600L,3800,SGCarMart,600,3,SNC,L,7,0,1,0,S,11,18,0,3,1,7
2636,SNC988T,3800,SGCarMart,988,3,SNC,T,7,0,1,1,S,6,18,0,3,1,10
2637,SNC2000E,3800,SGCarMart,2000,4,SNC,E,8,0,1,0,S,16,18,0,3,1,15
2638,SNC5858C,3800,SGCarMart,5858,4,SNC,C,8,0,0,1,S,18,18,0,3,1,31
2639,SNC6969J,3800,SGCarMart,6969,4,SNC,J,8,0,0,0,S,13,18,0,3,1,36
2640,SNC8686L,3800,SGCarMart,8686,4,SNC,L,8,0,0,1,S,11,18,0,3,1,44
2641,SNC8999J,3800,SGCarMart,8999,4,SNC,J,8,0,1,1,S,13,18,0,3,1,46
2642,SFJ3188Z,3800,SGCarMart,3188,4,SFJ,Z,8,0,1,1,S,2,18,0,3,1,21
2643,SMJ8000R,3800,SGCarMart,8000,4,SMJ,R,8,0,1,1,S,8,18,0,3,1,40
2644,SMJ5000K,3800,SGCarMart,5000,4,SMJ,K,8,0,1,0,S,12,18,0,3,1,28
2645,SMW3003Y,3800,SGCarMart,3003,4,SMW,Y,8,0,1,0,S,3,18,0,3,1,20
2646,SDV4545E,3800,SGCarMart,4545,4,SDV,E,8,0,0,0,S,16,18,0,3,1,26
2647,SNA992R,3800,SGCarMart,992,3,SNA,R,7,0,1,0,S,8,18,0,3,1,10
2648,SNF8989Y,3800,SGCarMart,8989,4,SNF,Y,8,0,0,1,S,3,18,0,3,1,46
2649,SNE8118A,3800,SGCarMart,8118,4,SNE,A,8,0,1,1,S,1,18,0,3,1,41
2650,SNE3388U,3800,SGCarMart,3388,4,SNE,U,8,0,1,1,S,5,18,0,3,1,22
2651,SND8838K,3800,SGCarMart,8838,4,SND,K,8,0,1,1,S,12,18,0,3,1,45
2652,SND2626U,3800,SGCarMart,2626,4,SND,U,8,0,0,0,S,5,18,0,3,1,18
2653,SND7788C,3800,SGCarMart,7788,4,SND,C,8,0,1,1,S,18,18,0,3,1,39
2654,SCM6868U,3800,CarPlateMart,6868,4,SCM,U,8,0,0,1,S,5,18,0,3,1,35
2655,SMS163J,3800,CarPlateMart,163,3,SMS,J,7,0,0,0,S,13,18,0,3,1,3
2656,SME1838M,3800,CarPlateMart,1838,4,SME,M,8,0,0,1,S,10,18,0,3,1,14
2657,SBQ790P,3800,CarPlateMart,790,3,SBQ,P,7,0,0,0,S,9,18,0,3,1,8
2658,SMM1500U,3800,CarPlateMart,1500,4,SMM,U,8,0,1,0,S,5,18,0,3,1,13
2659,SGT5050J,3800,CarPlateMart,5050,4,SGT,J,8,0,0,0,S,13,18,0,3,1,28
2660,SGV4700M,3800,CarPlateMart,4700,4,SGV,M,8,0,1,0,S,10,18,0,3,1,27
2661,SLK404T,3800,CarPlateMart,404,3,SLK,T,7,0,0,0,S,6,18,0,3,1,5
2662,SJF529S,3800,CarPlateMart,529,3,SJF,S,7,0,0,0,S,7,18,0,3,1,6
2663,SJF288L,3800,CarPlateMart,288,3,SJF,L,7,0,1,1,S,11,18,0,3,1,4
2664,SKK2020R,3800,CarPlateMart,2020,4,SKK,R,8,0,0,0,S,8,18,0,3,1,15
2665,SJV6800J,3800,CarPlateMart,6800,4,SJV,J,8,0,1,1,S,13,18,0,3,1,35
2666,SKT6717R,3800,CarPlateMart,6717,4,SKT,R,8,0,0,0,S,8,18,0,3,1,34
2667,SLR8600D,3800,CarPlateMart,8600,4,SLR,D,8,0,1,1,S,17,18,0,3,1,44
2668,SFQ8833A,3800,CarPlateMart,8833,4,SFQ,A,8,0,1,1,S,1,18,0,3,1,45
2669,SMV1008C,3800,CarPlateMart,1008,4,SMV,C,8,0,1,1,S,18,18,0,3,1,10
2670,SFR9888E,3800,CarPlateMart,9888,4,SFR,E,8,0,1,1,S,16,18,0,3,1,50
2671,SFT1788C,3800,CarPlateMart,1788,4,SFT,C,8,0,1,1,S,18,18,0,3,1,14
2672,SMV113L,3800,CarPlateMart,113,3,SMV,L,7,0,1,0,S,11,18,0,3,1,2
2673,SKL3232J,3800,CarPlateMart,3232,4,SKL,J,8,0,0,0,S,13,18,0,3,1,21
2674,SLG9804J,3800,CarPlateMart,9804,4,SLG,J,8,0,0,1,S,13,18,0,3,1,49
2675,SGB8616C,3800,CarPlateMart,8616,4,SGB,C,8,0,0,1,S,18,18,0,3,1,44
2676,SGW8500S,3800,CarPlateMart,8500,4,SGW,S,8,0,1,1,S,7,18,0,3,1,43
2677,SGN8787S,3800,CarPlateMart,8787,4,SGN,S,8,0,0,1,S,7,18,0,3,1,45
2678,SKD6636A,3800,CarPlateMart,6636,4,SKD,A,8,0,1,0,S,1,18,0,3,1,34
2679,SLD4300U,3800,CarPlateMart,4300,4,SLD,U,8,0,1,0,S,5,18,0,3,1,26
2680,SLN1151A,3800,CarPlateMart,1151,4,SLN,A,8,0,1,0,S,1,18,0,3,1,11
2681,SKG8799J,3800,CarPlateMart,8799,4,SKG,J,8,0,1,1,S,13,18,0,3,1,45
2682,SMR880C,3800,CarPlateMart,880,3,SMR,C,7,0,1,1,S,18,18,0,3,1,9
2683,SGF7666R,3800,CarPlateMart,7666,4,SGF,R,8,0,1,0,S,8,18,0,3,1,39
2684,SMQ282J,3800,CarPlateMart,282,3,SMQ,J,7,0,0,1,S,13,18,0,3,1,4
2685,SCM8333H,3800,CarPlateMart,8333,4,SCM,H,8,0,1,1,S,14,18,0,3,1,42
2686,SMW6288Y,3788,CarPlateMart,6288,4,SMW,Y,8,0,1,1,S,3,18,0,3,1,33
2687,SMH9995Z,3788,CarPlateMart,9995,4,SMH,Z,8,0,1,0,S,2,18,0,3,1,50
2688,SMN7117Z,3788,CarPlateMart,7117,4,SMN,Z,8,0,1,0,S,2,18,0,3,1,37
2689,SJG8884H,3788,CarPlateMart,8884,4,SJG,H,8,0,1,1,S,14,18,0,3,1,45
2690,SMH7775U,3788,CarPlateMart,7775,4,SMH,U,8,0,1,0,S,5,18,0,3,1,39
2691,SGY771T,3771,SGCarMart,771,3,SGY,T,7,0,1,0,S,6,18,0,3,1,8
2692,SFJ7887M,3700,SGCarMart,7887,4,SFJ,M,8,0,1,1,S,10,18,0,3,1,40
2693,SJN400L,3700,CarPlateMart,400,3,SJN,L,7,0,1,0,S,11,18,0,3,1,5
2694,SJM9883S,3700,CarPlateMart,9883,4,SJM,S,8,0,1,1,S,7,18,0,3,1,50
2695,SMT2274D,3700,CarPlateMart,2274,4,SMT,D,8,0,1,0,S,17,18,0,3,1,16
2696,SGD6699R,3699,SGCarMart,6699,4,SGD,R,8,0,1,0,S,8,18,0,3,1,34
2697,SKG737R,3688,Carplate,737,3,SKG,R,7,0,0,0,S,8,18,0,3,1,8
2698,SCQ1155E,3688,Carplate,1155,4,SCQ,E,8,0,1,0,S,16,18,0,3,1,11
2699,SMZ662Z,3688,SGCarMart,662,3,SMZ,Z,7,0,1,0,S,2,18,0,3,1,7
2700,SND3838T,3688,SGCarMart,3838,4,SND,T,8,0,0,1,S,6,18,0,3,1,24
2701,SNB128P,3688,SGCarMart,128,3,SNB,P,7,0,0,1,S,9,18,0,3,1,2
2702,SKG737R,3688,CarPlateMart,737,3,SKG,R,7,0,0,0,S,8,18,0,3,1,8
2703,SMZ727X,3688,CarPlateMart,727,3,SMZ,X,7,0,0,0,S,4,18,0,3,1,8
2704,SMD6188C,3688,CarPlateMart,6188,4,SMD,C,8,0,1,1,S,18,18,0,3,1,32
2705,SKQ8138P,3688,CarPlateMart,8138,4,SKQ,P,8,0,0,1,S,9,18,0,3,1,41
2706,SGF6611H,3688,CarPlateMart,6611,4,SGF,H,8,0,1,0,S,14,18,0,3,1,34
2707,SCM1500M,3688,CarPlateMart,1500,4,SCM,M,8,0,1,0,S,10,18,0,3,1,13
2708,SBU9600A,3688,CarPlateMart,9600,4,SBU,A,8,0,1,0,S,1,18,0,3,1,49
2709,SNC9996K,3666,Carplate,9996,4,SNC,K,8,0,1,0,S,12,18,0,3,1,50
2710,SKP3666U,3666,CarPlateMart,3666,4,SKP,U,8,0,1,0,S,5,18,0,3,1,23
2711,SMX1133M,3600,Carplate,1133,4,SMX,M,8,0,1,0,S,10,18,0,3,1,11
2712,SKH3218Y,3600,Carplate,3218,4,SKH,Y,8,0,0,1,S,3,18,0,3,1,21
2713,SKQ2020J,3600,SGCarMart,2020,4,SKQ,J,8,0,0,0,S,13,18,0,3,1,15
2714,SMX1133M,3600,CarPlateMart,1133,4,SMX,M,8,0,1,0,S,10,18,0,3,1,11
2715,SNB59E,3588,SGCarMart,59,2,SNB,E,6,0,0,0,S,16,18,0,3,1,2
2716,SMU499E,3588,CarPlateMart,499,3,SMU,E,7,0,1,0,S,16,18,0,3,1,6
2717,SGJ388X,3588,CarPlateMart,388,3,SGJ,X,7,0,1,1,S,4,18,0,3,1,5
2718,SBL4141M,3588,CarPlateMart,4141,4,SBL,M,8,0,0,0,S,10,18,0,3,1,25
2719,SKT848K,3588,CarPlateMart,848,3,SKT,K,7,0,0,1,S,12,18,0,3,1,9
2721,SJK3532K,3532,Carplate,3532,4,SJK,K,8,0,0,0,S,12,18,0,3,1,23
2722,SNC513E,3513,SGCarMart,513,3,SNC,E,7,0,0,0,S,16,18,0,3,1,6
2723,GX1919R,3500,Carplate,1919,4,GX,R,7,0,0,0,G,8,6,0,3,1,14
2724,GN8588L,3500,Carplate,8588,4,GN,L,7,0,1,1,G,11,6,0,3,1,44
2726,SGN47J,3500,Carplate,47,2,SGN,J,6,0,0,0,S,13,18,0,3,1,1
2727,SLQ6767A,3500,Carplate,6767,4,SLQ,A,8,0,0,0,S,1,18,0,3,1,35
2728,SFA2227Z,3500,Carplate,2227,4,SFA,Z,8,0,1,0,S,2,18,0,3,1,16
2729,SKR3434L,3500,Carplate,3434,4,SKR,L,8,0,0,0,S,11,18,0,3,1,22
2730,SFJ1333J,3500,Carplate,1333,4,SFJ,J,8,0,1,0,S,13,18,0,3,1,12
2731,SFC2882X,3500,Carplate,2882,4,SFC,X,8,0,1,1,S,4,18,0,3,1,19
2733,SFN3344T,3500,Carplate,3344,4,SFN,T,8,0,1,0,S,6,18,0,3,1,22
2734,SBW1515E,3500,Carplate,1515,4,SBW,E,8,0,0,0,S,16,18,0,3,1,13
2735,SCM5252C,3500,Carplate,5252,4,SCM,C,8,0,0,0,S,18,18,0,3,1,29
2736,SKK2424J,3500,Carplate,2424,4,SKK,J,8,0,0,0,S,13,18,0,3,1,17
2737,SNC5000K,3500,SGCarMart,5000,4,SNC,K,8,0,1,0,S,12,18,0,3,1,28
2738,SNC8080J,3500,SGCarMart,8080,4,SNC,J,8,0,0,1,S,13,18,0,3,1,41
2739,SJZ7272E,3500,CarPlateMart,7272,4,SJZ,E,8,0,0,0,S,16,18,0,3,1,37
2740,SJC9292E,3500,CarPlateMart,9292,4,SJC,E,8,0,0,0,S,16,18,0,3,1,48
2741,SJP4545R,3500,CarPlateMart,4545,4,SJP,R,8,0,0,0,S,8,18,0,3,1,26
2742,SCX639X,3500,CarPlateMart,639,3,SCX,X,7,0,0,0,S,4,18,0,3,1,7
2743,SMX3003S,3500,CarPlateMart,3003,4,SMX,S,8,0,1,0,S,7,18,0,3,1,20
2744,SKA7676T,3500,CarPlateMart,7676,4,SKA,T,8,0,0,0,S,6,18,0,3,1,39
2745,SKD767U,3500,CarPlateMart,767,3,SKD,U,7,0,0,0,S,5,18,0,3,1,8
2746,SNC8866J,3500,CarPlateMart,8866,4,SNC,J,8,0,1,1,S,13,18,0,3,1,45
2747,SMD7979E,3500,CarPlateMart,7979,4,SMD,E,8,0,0,0,S,16,18,0,3,1,40
2748,SLL1628C,3500,CarPlateMart,1628,4,SLL,C,8,0,0,1,S,18,18,0,3,1,13
2749,SMQ7877Y,3500,CarPlateMart,7877,4,SMQ,Y,8,0,1,1,S,3,18,0,3,1,40
2750,SLS8001C,3500,CarPlateMart,8001,4,SLS,C,8,0,1,1,S,18,18,0,3,1,40
2751,SFZ4040A,3500,CarPlateMart,4040,4,SFZ,A,8,0,0,0,S,1,18,0,3,1,25
2752,SCR1777E,3500,CarPlateMart,1777,4,SCR,E,8,0,1,0,S,16,18,0,3,1,14
2753,SMH686A,3500,CarPlateMart,686,3,SMH,A,7,0,0,1,S,1,18,0,3,1,7
2754,SKA5883A,3500,CarPlateMart,5883,4,SKA,A,8,0,1,1,S,1,18,0,3,1,31
2755,SGV8803Z,3500,CarPlateMart,8803,4,SGV,Z,8,0,1,1,S,2,18,0,3,1,45
2756,SLD6699G,3500,CarPlateMart,6699,4,SLD,G,8,0,1,0,S,15,18,0,3,1,34
2757,SML848D,3500,CarPlateMart,848,3,SML,D,7,0,0,1,S,17,18,0,3,1,9
2758,SMA1208C,3500,CarPlateMart,1208,4,SMA,C,8,0,0,1,S,18,18,0,3,1,11
2759,SLQ7755C,3500,CarPlateMart,7755,4,SLQ,C,8,0,1,0,S,18,18,0,3,1,39
2760,SLD1116E,3500,CarPlateMart,1116,4,SLD,E,8,0,1,0,S,16,18,0,3,1,11
2761,SLP9339M,3500,CarPlateMart,9339,4,SLP,M,8,0,1,0,S,10,18,0,3,1,48
2762,SFM9409K,3500,CarPlateMart,9409,4,SFM,K,8,0,0,0,S,12,18,0,3,1,48
2763,SGM3393E,3500,CarPlateMart,3393,4,SGM,E,8,0,1,0,S,16,18,0,3,1,22
2764,SKE3335C,3500,CarPlateMart,3335,4,SKE,C,8,0,1,0,S,18,18,0,3,1,22
2765,SMF7839T,3500,CarPlateMart,7839,4,SMF,T,8,0,0,1,S,6,18,0,3,1,39
2766,SKG1886G,3500,CarPlateMart,1886,4,SKG,G,8,0,1,1,S,15,18,0,3,1,14
2767,SFS8115D,3500,CarPlateMart,8115,4,SFS,D,8,0,1,1,S,17,18,0,3,1,41
2768,SLN8765H,3500,CarPlateMart,8765,4,SLN,H,8,0,0,1,S,14,18,0,3,1,45
2769,SFP7733S,3500,CarPlateMart,7733,4,SFP,S,8,0,1,0,S,7,18,0,3,1,39
2770,SKB4177G,3500,CarPlateMart,4177,4,SKB,G,8,0,1,0,S,15,18,0,3,1,25
2771,SDV5663K,3500,CarPlateMart,5663,4,SDV,K,8,0,1,0,S,12,18,0,3,1,30
2772,SJJ455A,3500,CarPlateMart,455,3,SJJ,A,7,0,1,0,S,1,18,0,3,1,5
2773,SKR760P,3500,CarPlateMart,760,3,SKR,P,7,0,0,0,S,9,18,0,3,1,8
2774,SFN7776D,3500,CarPlateMart,7776,4,SFN,D,8,0,1,0,S,17,18,0,3,1,39
2775,SKJ3344E,3500,CarPlateMart,3344,4,SKJ,E,8,0,1,0,S,16,18,0,3,1,22
2776,SLV3251P,3500,CarPlateMart,3251,4,SLV,P,8,0,0,0,S,9,18,0,3,1,21
2777,SLK134Y,3500,CarPlateMart,134,3,SLK,Y,7,0,0,0,S,3,18,0,3,1,2
2778,SJS8855D,3500,CarPlateMart,8855,4,SJS,D,8,0,1,1,S,17,18,0,3,1,45
2779,SJE733Z,3500,CarPlateMart,733,3,SJE,Z,7,0,1,0,S,2,18,0,3,1,8
2780,SGR752K,3500,CarPlateMart,752,3,SGR,K,7,0,0,0,S,12,18,0,3,1,8
2781,SMP5377S,3500,CarPlateMart,5377,4,SMP,S,8,0,1,0,S,7,18,0,3,1,29
2782,SMG353R,3500,CarPlateMart,353,3,SMG,R,7,0,0,0,S,8,18,0,3,1,4
2783,SDS3318S,3500,CarPlateMart,3318,4,SDS,S,8,0,1,1,S,7,18,0,3,1,22
2784,SKL9898Z,3480,CarPlateMart,9898,4,SKL,Z,8,0,0,1,S,2,18,0,3,1,50
2785,SMZ8900J,3480,CarPlateMart,8900,4,SMZ,J,8,0,1,1,S,13,18,0,3,1,45
2786,SLV2448X,3448,CarPlateMart,2448,4,SLV,X,8,0,1,1,S,4,18,0,3,1,17
2787,SMV4545Z,3400,CarPlateMart,4545,4,SMV,Z,8,0,0,0,S,2,18,0,3,1,26
2788,SJS6300B,3400,CarPlateMart,6300,4,SJS,B,8,0,1,0,S,19,18,0,3,1,33
2789,SML339G,3399,Carplate,339,3,SML,G,7,0,1,0,S,15,18,0,3,1,4
2790,SNE399H,3399,SGCarMart,399,3,SNE,H,7,0,1,0,S,14,18,0,3,1,5
2791,SLB52Y,3388,Carplate,52,2,SLB,Y,6,0,0,0,S,3,18,0,3,1,1
2792,SMX9994S,3388,Carplate,9994,4,SMX,S,8,0,1,0,S,7,18,0,3,1,50
2793,SMQ9090L,3388,Carplate,9090,4,SMQ,L,8,0,0,0,S,11,18,0,3,1,47
2794,SFQ1668G,3388,Carplate,1668,4,SFQ,G,8,0,1,1,S,15,18,0,3,1,13
2795,SCQ9922E,3388,Carplate,9922,4,SCQ,E,8,0,1,0,S,16,18,0,3,1,50
2796,SMN2228U,3388,Carplate,2228,4,SMN,U,8,0,1,1,S,5,18,0,3,1,16
2797,SGG205G,3388,Carplate,205,3,SGG,G,7,0,0,0,S,15,18,0,3,1,3
2798,SCG7788S,3388,Carplate,7788,4,SCG,S,8,0,1,1,S,7,18,0,3,1,39
2799,SKD3344L,3388,Carplate,3344,4,SKD,L,8,0,1,0,S,11,18,0,3,1,22
2800,SDD3223K,3388,Carplate,3223,4,SDD,K,8,0,1,0,S,12,18,0,3,1,21
2801,SML8811G,3388,Carplate,8811,4,SML,G,8,0,1,1,S,15,18,0,3,1,45
2802,SMY9988E,3388,SGCarMart,9988,4,SMY,E,8,0,1,1,S,16,18,0,3,1,50
2803,SGN998P,3388,SGCarMart,998,3,SGN,P,7,0,1,1,S,9,18,0,3,1,10
2804,SDN131J,3388,CarPlateMart,131,3,SDN,J,7,0,0,0,S,13,18,0,3,1,2
2805,SNA844K,3388,CarPlateMart,844,3,SNA,K,7,0,1,1,S,12,18,0,3,1,9
2806,SCU9881T,3388,CarPlateMart,9881,4,SCU,T,8,0,1,1,S,6,18,0,3,1,50
2807,SMA6868P,3388,CarPlateMart,6868,4,SMA,P,8,0,0,1,S,9,18,0,3,1,35
2808,SKE8108P,3388,CarPlateMart,8108,4,SKE,P,8,0,0,1,S,9,18,0,3,1,41
2809,SGV878K,3388,CarPlateMart,878,3,SGV,K,7,0,0,1,S,12,18,0,3,1,9
2810,SMH5585A,3388,CarPlateMart,5585,4,SMH,A,8,0,1,1,S,1,18,0,3,1,30
2811,SMD7171T,3388,CarPlateMart,7171,4,SMD,T,8,0,0,0,S,6,18,0,3,1,37
2812,SLD4455G,3388,CarPlateMart,4455,4,SLD,G,8,0,1,0,S,15,18,0,3,1,26
2813,SDZ1401S,3380,Carplate,1401,4,SDZ,S,8,0,0,0,S,7,18,0,3,1,12
2814,SJJ5583E,3369,Carplate,5583,4,SJJ,E,8,0,1,1,S,16,18,0,3,1,30
2815,SMZ3344Y,3344,Carplate,3344,4,SMZ,Y,8,0,1,0,S,3,18,0,3,1,22
2816,SMD3338G,3338,CarPlateMart,3338,4,SMD,G,8,0,1,1,S,15,18,0,3,1,22
2817,SKD3373C,3333,Carplate,3373,4,SKD,C,8,0,1,0,S,18,18,0,3,1,22
2818,SLE3331G,3331,CarPlateMart,3331,4,SLE,G,8,0,1,0,S,15,18,0,3,1,22
2819,SGY1993M,3330,CarPlateMart,1993,4,SGY,M,8,0,1,0,S,10,18,0,3,1,15
2820,SMM3303J,3303,Carplate,3303,4,SMM,J,8,0,1,0,S,13,18,0,3,1,22
2821,SMU868Z,3300,Carplate,868,3,SMU,Z,7,0,0,1,S,2,18,0,3,1,9
2822,SLW9111R,3300,Carplate,9111,4,SLW,R,8,0,1,0,S,8,18,0,3,1,47
2823,SNC8818Z,3300,SGCarMart,8818,4,SNC,Z,8,0,1,1,S,2,18,0,3,1,45
2824,SNE1221E,3300,SGCarMart,1221,4,SNE,E,8,0,1,0,S,16,18,0,3,1,11
2825,SJE6133R,3300,CarPlateMart,6133,4,SJE,R,8,0,1,0,S,8,18,0,3,1,32
2826,SGK3300Z,3300,CarPlateMart,3300,4,SGK,Z,8,0,1,0,S,2,18,0,3,1,22
2827,SGH2636C,3300,CarPlateMart,2636,4,SGH,C,8,0,0,0,S,18,18,0,3,1,18
2828,SNA1300G,3300,CarPlateMart,1300,4,SNA,G,8,0,1,0,S,15,18,0,3,1,12
2829,SFS1962X,3300,CarPlateMart,1962,4,SFS,X,8,0,0,0,S,4,18,0,3,1,15
2830,SMY3494C,3300,CarPlateMart,3494,4,SMY,C,8,0,0,0,S,18,18,0,3,1,23
2831,SFK298D,3300,CarPlateMart,298,3,SFK,D,7,0,0,1,S,17,18,0,3,1,4
2832,SKC2810U,3300,CarPlateMart,2810,4,SKC,U,8,0,0,1,S,5,18,0,3,1,19
2833,SMN8878D,3300,CarPlateMart,8878,4,SMN,D,8,0,1,1,S,17,18,0,3,1,45
2834,SCM6299L,3300,CarPlateMart,6299,4,SCM,L,8,0,1,0,S,11,18,0,3,1,33
2835,SMF6699J,3300,CarPlateMart,6699,4,SMF,J,8,0,1,0,S,13,18,0,3,1,34
2836,SGQ3737R,3300,CarPlateMart,3737,4,SGQ,R,8,0,0,0,S,8,18,0,3,1,24
2837,SJH3300D,3300,CarPlateMart,3300,4,SJH,D,8,0,1,0,S,17,18,0,3,1,22
2838,SJL9911E,3300,CarPlateMart,9911,4,SJL,E,8,0,1,0,S,16,18,0,3,1,50
2839,SLL191B,3288,Carplate,191,3,SLL,B,7,0,0,0,S,19,18,0,3,1,3
2840,SFD6060U,3288,Carplate,6060,4,SFD,U,8,0,0,0,S,5,18,0,3,1,32
2841,SNE8080Z,3288,SGCarMart,8080,4,SNE,Z,8,0,0,1,S,2,18,0,3,1,41
2842,SMX9994S,3288,CarPlateMart,9994,4,SMX,S,8,0,1,0,S,7,18,0,3,1,50
2843,SGD8885G,3288,CarPlateMart,8885,4,SGD,G,8,0,1,1,S,15,18,0,3,1,45
2844,SJP6663U,3288,CarPlateMart,6663,4,SJP,U,8,0,1,0,S,5,18,0,3,1,34
2845,SLW9777U,3288,CarPlateMart,9777,4,SLW,U,8,0,1,0,S,5,18,0,3,1,49
2846,SJV8700B,3288,CarPlateMart,8700,4,SJV,B,8,0,1,1,S,19,18,0,3,1,44
2847,SLS323B,3238,CarPlateMart,323,3,SLS,B,7,0,0,0,S,19,18,0,3,1,4
2848,SJT3211P,3211,Carplate,3211,4,SJT,P,8,0,1,0,S,9,18,0,3,1,21
2849,SMY3313S,3200,Carplate,3313,4,SMY,S,8,0,1,0,S,7,18,0,3,1,22
2850,SKA2282D,3200,SGCarMart,2282,4,SKA,D,8,0,1,1,S,17,18,0,3,1,16
2851,SKP1008H,3200,SGCarMart,1008,4,SKP,H,8,0,1,1,S,14,18,0,3,1,10
2852,SFL5050M,3200,CarPlateMart,5050,4,SFL,M,8,0,0,0,S,10,18,0,3,1,28
2853,SDT7788L,3200,CarPlateMart,7788,4,SDT,L,8,0,1,1,S,11,18,0,3,1,39
2854,SMW4833L,3200,CarPlateMart,4833,4,SMW,L,8,0,1,1,S,11,18,0,3,1,27
2855,SLX1990S,3200,CarPlateMart,1990,4,SLX,S,8,0,1,0,S,7,18,0,3,1,15
2856,SMK644E,3200,CarPlateMart,644,3,SMK,E,7,0,1,0,S,16,18,0,3,1,7
2857,SMH7002C,3200,CarPlateMart,7002,4,SMH,C,8,0,1,0,S,18,18,0,3,1,36
2858,SDQ6767U,3188,Carplate,6767,4,SDQ,U,8,0,0,0,S,5,18,0,3,1,35
2859,SMY1088E,3188,SGCarMart,1088,4,SMY,E,8,0,1,1,S,16,18,0,3,1,11
2860,SMM4999U,3188,CarPlateMart,4999,4,SMM,U,8,0,1,0,S,5,18,0,3,1,28
2861,SJR316B,3160,Carplate,316,3,SJR,B,7,0,0,0,S,19,18,0,3,1,4
2862,SJR316V,3160,CarPlateMart,316,3,SJR,V,7,0,0,0,S,,18,0,3,1,4
2863,SJM3111G,3111,Carplate,3111,4,SJM,G,8,0,1,0,S,15,18,0,3,1,20
2864,SMU868Z,3100,CarPlateMart,868,3,SMU,Z,7,0,0,1,S,2,18,0,3,1,9
2865,SMT7899T,3100,CarPlateMart,7899,4,SMT,T,8,0,1,1,S,6,18,0,3,1,40
2866,SMV8868R,3088,Carplate,8868,4,SMV,R,8,0,1,1,S,8,18,0,3,1,45
2867,SNA43E,3088,SGCarMart,43,2,SNA,E,6,0,0,0,S,16,18,0,3,1,1
2868,SBQ9955Y,3088,CarPlateMart,9955,4,SBQ,Y,8,0,1,0,S,3,18,0,3,1,50
2869,SBK3030L,3030,Carplate,3030,4,SBK,L,8,0,0,0,S,11,18,0,3,1,20
2870,SGS576Y,3009,Carplate,576,3,SGS,Y,7,0,0,0,S,3,18,0,3,1,6
2871,SMQ3005Z,3005,CarPlateMart,3005,4,SMQ,Z,8,0,1,0,S,2,18,0,3,1,20
2872,SLH211Z,3000,Carplate,211,3,SLH,Z,7,0,1,0,S,2,18,0,2,1,3
2873,SMM1500U,3000,Carplate,1500,4,SMM,U,8,0,1,0,S,5,18,0,2,1,13
2874,SMY5333X,3000,Carplate,5333,4,SMY,X,8,0,1,0,S,4,18,0,2,1,29
2875,SFP399U,3000,Carplate,399,3,SFP,U,7,0,1,0,S,5,18,0,2,1,5
2876,SND3773X,3000,Carplate,3773,4,SND,X,8,0,1,0,S,4,18,0,2,1,24
2877,SLV768K,3000,Carplate,768,3,SLV,K,7,0,0,1,S,12,18,0,2,1,8
2878,SLF6242E,3000,Carplate,6242,4,SLF,E,8,0,0,0,S,16,18,0,2,1,32
2879,SMV6336Y,3000,Carplate,6336,4,SMV,Y,8,0,1,0,S,3,18,0,2,1,33
2880,GBG71J,3000,Carplate,71,2,GBG,J,6,0,0,0,G,13,6,0,2,1,2
2881,GT678G,3000,Carplate,678,3,GT,G,6,0,0,1,G,15,6,0,2,1,7
2882,GU1000A,3000,Carplate,1000,4,GU,A,7,0,1,0,G,1,6,0,2,1,10
2883,SLM113Y,3000,Carplate,113,3,SLM,Y,7,0,1,0,S,3,18,0,2,1,2
2884,SGJ3222X,3000,Carplate,3222,4,SGJ,X,8,0,1,0,S,4,18,0,2,1,21
2885,SMV1008C,3000,Carplate,1008,4,SMV,C,8,0,1,1,S,18,18,0,2,1,10
2886,SLV4886B,3000,Carplate,4886,4,SLV,B,8,0,1,1,S,19,18,0,2,1,27
2887,SGC3399G,3000,Carplate,3399,4,SGC,G,8,0,1,0,S,15,18,0,2,1,22
2888,SLZ6612R,3000,Carplate,6612,4,SLZ,R,8,0,1,0,S,8,18,0,2,1,34
2889,SGQ1688L,3000,Carplate,1688,4,SGQ,L,8,0,1,1,S,11,18,0,2,1,13
